# synset_id	pos	english_lemmas	korean_lemmas
03375694-n	Noun	foil	박
03377245-n	Noun	folio	책
03379828-n	Noun	pedestrian_bridge, footbridge, overcrossing	인도교, 육교
03380867-n	Noun	footgear, footwear	구두, 치, 신, 신발
03384891-n	Noun	formalwear, eveningwear, evening_dress, evening_clothes	예복, 정장
03385557-n	Noun	fortification, munition	축성
03386011-n	Noun	fort, fortress	성, 성채, 성루
03387016-n	Noun	base, understructure, fundament, foot, groundwork, foundation, substructure	토대, 주춧돌, 지대, 초석
03387323-n	Noun	foundation, foundation_garment	파운데이션
03387506-n	Noun	foundation_stone	초석
03388183-n	Noun	fountain_pen	만년필
03388323-n	Noun	four-in-hand	넥타이
03389983-n	Noun	fowling_piece	엽총
03390207-n	Noun	fraction	부분, 동아리
03393912-n	Noun	freight_car	화차
03394916-n	Noun	horn, french_horn	나팔, 각
03396580-n	Noun	friary	수도원
03397532-n	Noun	frill, ruffle, furbelow, flounce	구기
03397762-n	Noun	fringe	가장자리, 주변
03398153-n	Noun	frock	드레스
03398467-n	Noun	front	프런트, 전면, 전부, 앞
03399971-n	Noun	fruit_machine	슬롯머신
03405595-n	Noun	trappings, furnishing	장구
03405725-n	Noun	furniture, piece_of_furniture, article_of_furniture	세간, 가구, 비품
03406966-n	Noun	furrow	구
03411762-n	Noun	gallery	회랑
03411927-n	Noun	gallery	화랑
03412058-n	Noun	gallery, art_gallery, picture_gallery	화랑
03412220-n	Noun	cookhouse, ship's_galley, galley, caboose	주방
03412387-n	Noun	galley	주방
03415486-n	Noun	gangway, gangboard, gangplank	구름다리
03416329-n	Noun	gap, crack	짬, 빈틈, 사이, 간격, 간극, 틈, 틈새
03417345-n	Noun	garden	원지, 마당, 정원
03419014-n	Noun	garment	옷, 의복
03420440-n	Noun	garnish	장식물
03424325-n	Noun	respirator, gasmask, gas_helmet	마스크
03427202-n	Noun	rod, gat	권총
03427296-n	Noun	gate	관문, 문
03429914-n	Noun	netting, veiling, gauze	가제, 베일, 사
03430091-n	Noun	gauze_bandage, gauze	가제, 사
03430551-n	Noun	gear, cogwheel, gear_wheel, geared_wheel	기어, 장치
03430959-n	Noun	gear, paraphernalia, appurtenance	장치, 장비
03431243-n	Noun	gear, gear_mechanism	기어, 장치
03433877-n	Noun	generator	발전기
03435991-n	Noun	gharry	마차
03440512-n	Noun	globe	구체
03441112-n	Noun	glove	장갑, 토시
03443669-n	Noun	goffer, gauffer	주름
03443912-n	Noun	goggles	안경
03444728-n	Noun	gold_foil	금박
03444838-n	Noun	gold_leaf	금박
03445120-n	Noun	goldmine, gold_mine	금광
03447721-n	Noun	tam-tam, gong	공
03448253-n	Noun	gore, panel	반
03448696-n	Noun	gossamer	박사, 사
03449858-n	Noun	government_office	관공서, 관청, 정청, 서
03450230-n	Noun	gown	드레스
03450516-n	Noun	robe, gown	옷, 원피스, 법의, 의상, 드레스, 승복, 입성
03451253-n	Noun	grace_cup	축배
03453162-n	Noun	grange	농장
03454885-n	Noun	grater	강판
03455033-n	Noun	grave, tomb	산, 분묘, 뫼, 산소, 무덤, 묘소, 납골당
03455488-n	Noun	headstone, tombstone, gravestone	초석, 묘비
03456665-n	Noun	greatcoat, topcoat, overcoat	겉옷
03458271-n	Noun	grenade	수류탄
03458422-n	Noun	gridiron, grid	석쇠
03461119-n	Noun	foodstuff, grocery	잡화
03461385-n	Noun	grocery_store, market, grocery, food_market	시장
03465718-n	Noun	guestroom	객실
03466162-n	Noun	guided_missile	유도탄
03467517-n	Noun	guitar	기타
03467984-n	Noun	gun	건, 기관총, 총, 화기
03468570-n	Noun	gunboat	포함
03469832-n	Noun	gunnery	포
03471473-n	Noun	trough, gutter	도랑, 개천, 시궁창
03472112-n	Noun	gym, gymnasium	체육관
03472535-n	Noun	tennis_shoe, sneaker, gym_shoe	운동화
03474352-n	Noun	hacienda	농가
03474635-n	Noun	hackney_coach, hackney, hackney_carriage	택시
03474779-n	Noun	metal_saw, hacksaw, hack_saw	쇠톱
03474896-n	Noun	haft, helve	자루
03475674-n	Noun	haircloth, hair	모
03478756-n	Noun	hall	회관
03478907-n	Noun	hall	홀
03479647-n	Noun	psychodelic_drug, hallucinogenic_drug, hallucinogen, psychedelic_drug	환각제
03479952-n	Noun	hall, hallway	복도, 회랑
03481172-n	Noun	hammer	망치, 마치, 쇠망치
03481521-n	Noun	power_hammer, hammer	망치, 쇠망치
03482001-n	Noun	hammer	망치
03482405-n	Noun	hamper	바구니, 광주리
03482523-n	Noun	hand	지침, 바늘
03483531-n	Noun	handbow	활
03484083-n	Noun	handcart, go-cart, cart, pushcart	손수레, 짐마차, 마차
03485309-n	Noun	hand_grenade	수류탄
03485655-n	Noun	handicraft, handiwork, handcraft, handwork	세공
03485794-n	Noun	hankey, handkerchief, hankie, hanky	수건
03485997-n	Noun	handle, handgrip, grip, hold	자루
03488188-n	Noun	handsaw, carpenter's_saw, hand_saw	톱
03488887-n	Noun	handstamp, rubber_stamp	판, 소인, 도장
03490006-n	Noun	hand_towel, face_towel	수건
03490119-n	Noun	hand_truck, truck	손수레, 트럭
03493792-n	Noun	ironware, hardware	철물
03494278-n	Noun	mouth_harp, harp, mouth_organ, harmonica	하프
03494537-n	Noun	reed_organ, harmonium, organ	오르간
03494706-n	Noun	harness	마구, 장구
03495258-n	Noun	harp	하프
03497182-n	Noun	hasheesh, hashish, haschisch, hash	대마초
03497657-n	Noun	lid, chapeau, hat	삿갓, 벙거지, 뚜껑, 모자
03498962-n	Noun	hatchet	도끼
03502042-n	Noun	headband	머리띠
03502331-n	Noun	head_covering, veil	베일
03504723-n	Noun	main_office, headquarters, home_base, central_office, home_office	본점, 본부, 본사, 본국
03506880-n	Noun	hearse	영구차
03507048-n	Noun	heart	심
03511175-n	Noun	hedgerow, hedge	담, 울타리, 원장
03513627-n	Noun	hem	가장자리
03516011-n	Noun	diacetylmorphine, heroin	코카인, 헤로인, 모르핀
03516844-n	Noun	wellington_boot, jackboot, hessian_boot, hessian, wellington	군화
03519578-n	Noun	trunk_road, highroad	간선도로
03519981-n	Noun	highway, main_road	간선도로, 대동맥, 고속도로, 공도, 가도, 도로
03520654-n	Noun	hilt	자루
03520811-n	Noun	hindrance, preventative, hinderance, encumbrance, incumbrance, preventive, interference, hitch	혼신
03523398-n	Noun	hob	정
03523633-n	Noun	rocking_horse, hobbyhorse, hobby	목마
03524574-n	Noun	hoe	괭이
03524976-n	Noun	hogshead	대통
03526198-n	Noun	hole	귀, 홀, 정공, 구멍
03527675-n	Noun	holy_of_holies, sanctum_sanctorum	성역
03536931-n	Noun	horn, saddle_horn	각
03539103-n	Noun	horseless_carriage	자동차
03540267-n	Noun	hose, hosiery	양말
03540595-n	Noun	hospital, infirmary	요양소, 진료소, 병원
03541091-n	Noun	hospital_room	병실
03544238-n	Noun	hour_hand, little_hand	시침
03544360-n	Noun	house	주택, 가옥, 집, 가택, 건물
03546235-n	Noun	housetop	지붕
03548533-n	Noun	hulk	폐선
03548930-n	Noun	veil, humeral_veil	예복, 베일
03563967-n	Noun	implement	기구, 연장, 장치, 도구, 용구
03564667-n	Noun	import, importation	수입품
03567912-n	Noun	indian_club	곤봉
03570709-n	Noun	ingredient	성분, 요소
03574004-n	Noun	brainchild, inspiration	발명품
03579137-n	Noun	interferon	인터페론
03584829-n	Noun	smoothing_iron, iron	철제
03585778-n	Noun	iron_horse	전차, 기관차, 탱크
03586760-n	Noun	ironwork	철제
03589791-n	Noun	jacket	재킷, 저고리
03594945-n	Noun	landrover, jeep	지프
03595523-n	Noun	jersey	저지
03595860-n	Noun	jet-propelled_plane, jet, jet_plane	제트기
03597916-n	Noun	jew's_harp, jews'_harp, mouth_bow	구금
03599486-n	Noun	jinrikisha, ricksha, rickshaw	인력거
03600722-n	Noun	joinery	조각
03600806-n	Noun	joint, reefer, spliff, stick, marijuana_cigarette	마디
03602365-n	Noun	joss_house	절
03610098-n	Noun	dungeon, keep, donjon	아성
03610418-n	Noun	keg	통, 소통
03612814-n	Noun	boiler, kettle	솥, 주전자, 가마
03617480-n	Noun	kimono	옷, 의복
03618982-n	Noun	kirk	교회
03619396-n	Noun	kit, outfit	의장, 장비
03619890-n	Noun	kitchen	부엌, 주방
03620443-n	Noun	vegetable_patch, kitchen_garden, vegetable_garden	채소밭, 텃밭
03621473-n	Noun	kite	연
03623448-n	Noun	novelty, knickknack	골동품
03623556-n	Noun	knife	칼, 나이프, 도자, 식칼
03624134-n	Noun	knife	단검, 단도, 양도, 비수, 검
03626014-n	Noun	knob	마디
03628215-n	Noun	koto	금, 거문고
03629986-n	Noun	science_lab, research_lab, lab, science_laboratory, laboratory, research_laboratory	연구실
03631177-n	Noun	lace	레이스
03636248-n	Noun	lamp	등, 라이트, 전등, 불빛, 불, 램프, 등불
03636649-n	Noun	lamp	스탠드, 등, 램프, 전등
03640166-n	Noun	landscape	산수, 풍경화
03640988-n	Noun	lantern	등
03647423-n	Noun	launch	기정, 주정
03648219-n	Noun	washables, washing, wash, laundry	빨래
03651084-n	Noun	lead, pencil_lead	연, 납
03652100-n	Noun	lead_pencil	연필
03653740-n	Noun	lecture_room	강의실
03656374-n	Noun	lenitive	진통제
03656484-n	Noun	lens, lense, lens_system	렌즈
03658635-n	Noun	levee	둑, 제방
03660664-n	Noun	library, depository_library	도서관
03660909-n	Noun	library	서재, 도서실
03661043-n	Noun	library	도서관
03662601-n	Noun	lifeboat	구명정
03665366-n	Noun	light_source, light	불빛
03665924-n	Noun	lightbulb, light_bulb, electric_light, electric-light_bulb, incandescent_lamp, bulb	전등, 전구, 구경, 백열등
03667235-n	Noun	lighting	조명
03668906-n	Noun	limb	날개
03669094-n	Noun	limb	날개
03671272-n	Noun	rail_line, railway_line, line	찻길, 선
03673270-n	Noun	lining, liner	안감
03673450-n	Noun	lingerie, intimate_apparel	내의, 속속곳, 속옷
03673594-n	Noun	embrocation, liniment	연고
03676483-n	Noun	lip_rouge, lipstick	연지, 립스틱
03678729-n	Noun	little_theater, little_theatre	소극장
03679174-n	Noun	livery	제복
03679712-n	Noun	parlour, sitting_room, living-room, living_room, front_room, parlor	응접실, 거실
03679986-n	Noun	loading, load, burden	짐, 적화, 화물
03683708-n	Noun	locker_room	탈의실
03684823-n	Noun	locomotive, engine, locomotive_engine, railway_locomotive	기관차
03685486-n	Noun	lodge, hunting_lodge	오두막, 오두막집
03685640-n	Noun	lodge	오두막
03685820-n	Noun	rooming_house, lodging_house	하숙집
03688832-n	Noun	glass, looking_glass	거울
03690168-n	Noun	lorgnette	안경
03690473-n	Noun	camion, lorry	화차, 트럭
03690600-n	Noun	lorry	화차, 트럭
03692136-n	Noun	lounging_jacket, smoking_jacket	겉옷
03692379-n	Noun	loungewear	평상복
03699591-n	Noun	panga, machete, matchet	단도
03699975-n	Noun	machine	기계
03701391-n	Noun	machine_gun	기관총
03701640-n	Noun	machinery	기구, 메커니즘, 기계
03702248-n	Noun	machine_tool	공작기계, 기계
03702719-n	Noun	macintosh, mack, mac, mackintosh	가빠
03704210-n	Noun	magazine	잡지, 주간지
03710193-n	Noun	mailbox, letter_box	우편함, 포스트
03711603-n	Noun	main_drag	번화가
03711897-n	Noun	main_line	기선, 본선
03712729-n	Noun	main_street, high_street	큰길, 대로, 번화가
03714235-n	Noun	make-up, war_paint, makeup	메이크업, 화장품
03715669-n	Noun	mallet, hammer	채, 마치, 쇠망치
03717447-n	Noun	manhole	맨홀
03718212-n	Noun	man-of-war, ship_of_the_line	전함, 군함, 군선
03718581-n	Noun	hall, manor_hall	홀
03719053-n	Noun	manse, hall, mansion, residence, mansion_house	대가, 사택, 저택, 맨션, 주택, 집
03722288-n	Noun	mart, market_place, market, marketplace	장, 시장
03722827-n	Noun	marmite	냄비
03723153-n	Noun	marquise, marquee	천막, 차양
03724870-n	Noun	mask	피복, 마스크
03725035-n	Noun	mask	마스크
03726760-n	Noun	mast	전주
03726993-n	Noun	mast	전주
03727605-n	Noun	masterpiece, chef-d'oeuvre	일품, 명품
03727837-n	Noun	mat	매트, 거적, 깔개
03729402-n	Noun	matchbox	성냥갑
03729482-n	Noun	matchlock	화승총
03729951-n	Noun	material	물
03730153-n	Noun	equipage, materiel	장비
03731019-n	Noun	mattock	곡괭이
03732114-n	Noun	mausoleum	묘소
03733925-n	Noun	measuring_device, measuring_system, measuring_instrument	계량기
03735637-n	Noun	measure, measuring_rod, measuring_stick	정규
03740161-n	Noun	medicinal_drug, medicine, medication, medicament	의약품, 의약, 약제, 약, 약물, 약품
03745146-n	Noun	zoological_garden, menagerie, zoo	동물원
03745285-n	Noun	mend, patch, darn	어처구니
03746574-n	Noun	mental_home, insane_asylum, mental_hospital, psychiatric_hospital, asylum, mental_institution, institution	시설, 정신병원
03748886-n	Noun	product, merchandise, ware	물화, 세공, 상품, 매물
03751065-n	Noun	mess, mess_hall	식당
03751590-n	Noun	messuage	가옥
03753077-n	Noun	meter	계량기, 재개
03757138-n	Noun	tube, subway_system, subway, metro, underground	통
03760671-n	Noun	microscope	현미경
03762238-n	Noun	middy_blouse, middy	미디
03767112-n	Noun	millstone	돌확
03768346-n	Noun	mine	광산, 금광
03769397-n	Noun	miniature, illumination	계도, 모형
03773035-n	Noun	mirror	거울
03773504-n	Noun	missile	미사일
03775199-n	Noun	mixer	믹서
03779621-n	Noun	mould, clay_sculpture, modeling, moulding, molding, mold	형, 소형, 거푸집, 소조, 성형, 소상, 형틀, 외형
03780247-n	Noun	moulding, molding, border	모서리, 변두리, 경계, 가장자리, 경계선
03781244-n	Noun	monastery	수녀원, 사원, 수도원, 절
03786313-n	Noun	morning_room	거실
03786417-n	Noun	morphia, morphine	코카인, 모르핀, 헤로인
03789946-n	Noun	motor	모터
03790230-n	Noun	motorboat, powerboat	모터보트
03790512-n	Noun	bike, motorcycle	오토바이
03791235-n	Noun	motor_vehicle, automotive_vehicle	자동차
03793186-n	Noun	mounting	장치
03794392-n	Noun	mouth	귀, 구
03797182-n	Noun	muffler	목도리, 머플러
03797264-n	Noun	mufti	사복
03797390-n	Noun	mug	컵
03798061-n	Noun	scuff, mule	뒤축
03799610-n	Noun	ordnance, munition, ordnance_store	병기, 포, 무기, 대포
03799710-n	Noun	mural, wall_painting	벽화
03800563-n	Noun	museum	미술관, 박물관
03800933-n	Noun	musical_instrument, instrument	기구, 장치, 도구, 악기, 장비
03802228-n	Noun	ball, musket_ball	탄환, 총알
03808564-n	Noun	narcotic	마취제, 마약
03814348-n	Noun	neck	목
03814727-n	Noun	neckcloth, stock	재고, 재고품, 상품
03815482-n	Noun	neckpiece	목도리
03815615-n	Noun	necktie, tie	넥타이
03816394-n	Noun	needle	지침, 바늘
03817331-n	Noun	south-seeking_pole, negative_magnetic_pole, negative_pole	극
03817647-n	Noun	negligee, housecoat, neglige, peignoir, wrapper	잠옷
03818001-n	Noun	neolith	석기
03819994-n	Noun	net	그물, 네트
03822171-n	Noun	paper, newspaper	지상, 신문
03822361-n	Noun	newsroom	편집실
03824381-n	Noun	nightie, nightdress, nightgown, night-robe, gown	잠옷
03824999-n	Noun	nightshirt	잠옷
03825080-n	Noun	sleepwear, nightclothes, nightwear	잠옷
03832305-n	Noun	nostrum	비약
03833065-n	Noun	novel	소설
03834604-n	Noun	atomic_weapon, nuclear_weapon	핵무기
03835298-n	Noun	nude_sculpture, nude, nude_statue	누드
03836906-n	Noun	nylon	나일론
03837422-n	Noun	oar	나래
03839534-n	Noun	observation_station	관측소
03841417-n	Noun	work, body_of_work, oeuvre	작품, 전적, 세공
03841666-n	Noun	business_office, office	사무실, 사무소, 국
03843092-n	Noun	oil_colour, oil, oil_color	유
03843316-n	Noun	oilcan	기름통
03844349-n	Noun	oil_painting	유화
03845190-n	Noun	oiler, oil_tanker, tank_ship, tanker	유조선
03845550-n	Noun	salve, unction, unguent, ointment, balm	고약, 진정제, 연고
03848729-n	Noun	opening	눈, 귀, 구멍, 구, 단면
03850245-n	Noun	operating_theater, surgery, or, operating_theatre, operating_room	수술실
03850746-n	Noun	opiate	아편
03850966-n	Noun	opium	아편
03854065-n	Noun	pipe_organ, organ	오르간
03854815-n	Noun	pipe, pipework, organ_pipe	관
03855464-n	Noun	oriflamme	군기
03859495-n	Noun	overclothes, outerwear	겉옷
03859958-n	Noun	turnout, outfit, getup, rig	의상
03863108-n	Noun	overall	전체, 작업복
03863262-n	Noun	boilersuit, boilers_suit, overall	전체, 작업복
03863923-n	Noun	outer_garment, overgarment	겉옷
03868242-n	Noun	oxcart	달구지, 소달구지
03870546-n	Noun	pack	꾸리
03870672-n	Noun	pack	꾸리
03871524-n	Noun	packaging	포장
03873416-n	Noun	paddle, boat_paddle	나래
03874965-n	Noun	pagoda	불탑, 탑
03875218-n	Noun	paint, pigment	칠, 페인트, 물감
03876519-n	Noun	painting, picture	그림, 단청, 화상
03877472-n	Noun	pyjama, pajama, pj's, jammies	잠옷
03877674-n	Noun	pyjama, pajama	잠옷
03877845-n	Noun	palace	대전, 궁궐, 궐, 왕궁, 전당, 어전, 궁, 대궐, 궁전
03878066-n	Noun	castle, palace	전당, 궁전
03878418-n	Noun	paleolith	구석기
03880531-n	Noun	cooking_pan, pan	팬
03881534-n	Noun	panda_car	순찰차
03884397-n	Noun	panpipe, pandean_pipe, syrinx	관
03886053-n	Noun	panzer	탱크
03889974-n	Noun	camphorated_tincture_of_opium, paregoric	진정제, 진통제
03891538-n	Noun	parlour, parlor	응접실, 거실
03892891-n	Noun	part, portion	파트, 부분, 일부, 부, 동아리
03895585-n	Noun	passageway	복도
03895866-n	Noun	carriage, passenger_car, coach	객차, 마차, 승용차
03897943-n	Noun	patch	반, 헝겊
03900194-n	Noun	patrol_boat, patrol_ship	순시선
03901074-n	Noun	paving_stone	포석
03906355-n	Noun	peg_top	팽이
03906997-n	Noun	pen	펜, 만년필, 붓
03908204-n	Noun	pencil	연필
03908618-n	Noun	pencil_case, pencil_box	필통
03910033-n	Noun	penicillin	페니실린
03910723-n	Noun	penicillin_g, benzylpenicillin	페니실린
03910887-n	Noun	penicillin_o	페니실린
03911039-n	Noun	penicillin_v, phenoxymethyl_penicillin	페니실린
03911658-n	Noun	penknife	도자
03911866-n	Noun	streamer, pennon, pennant, waft	기
03911992-n	Noun	pennoncel, penoncel, pennoncelle	소기
03912218-n	Noun	tin_whistle, whistle, pennywhistle	호각, 피리, 기적, 적, 저
03915437-n	Noun	percussive_instrument, percussion_instrument	타악기
03919289-n	Noun	pestle	공이
03919430-n	Noun	muller, pestle, pounder	공이
03920989-n	Noun	pharmaceutic, pharmaceutical	제약, 의약품
